sex,provinces,rates,year,total,quarter
Both sexes,National Total,Activity rate,2017,58.8,4
Both sexes,National Total,Activity rate,2017,58.92,3
Both sexes,National Total,Activity rate,2017,58.84,2
Both sexes,National Total,Activity rate,2017,58.78,1
Both sexes,National Total,Unemployment rate,2017,16.55,4
Both sexes,National Total,Unemployment rate,2017,16.38,3
Both sexes,National Total,Unemployment rate,2017,17.22,2
Both sexes,National Total,Unemployment rate,2017,18.75,1
Both sexes,National Total,Employment rate,2017,49.07,4
Both sexes,National Total,Employment rate,2017,49.27,3
Both sexes,National Total,Employment rate,2017,48.7,2
Both sexes,National Total,Employment rate,2017,47.76,1
Both sexes,02 Albacete,Activity rate,2017,59.72,4
Both sexes,02 Albacete,Activity rate,2017,57.98,3
Both sexes,02 Albacete,Activity rate,2017,58.81,2
Both sexes,02 Albacete,Activity rate,2017,57.42,1
Both sexes,02 Albacete,Unemployment rate,2017,22.01,4
Both sexes,02 Albacete,Unemployment rate,2017,20.81,3
Both sexes,02 Albacete,Unemployment rate,2017,25.32,2
Both sexes,02 Albacete,Unemployment rate,2017,24.48,1
Both sexes,02 Albacete,Employment rate,2017,46.57,4
Both sexes,02 Albacete,Employment rate,2017,45.92,3
Both sexes,02 Albacete,Employment rate,2017,43.92,2
Both sexes,02 Albacete,Employment rate,2017,43.36,1
Both sexes,03 Alicante/Alacant,Activity rate,2017,58.43,4
Both sexes,03 Alicante/Alacant,Activity rate,2017,58.5,3
Both sexes,03 Alicante/Alacant,Activity rate,2017,58.74,2
Both sexes,03 Alicante/Alacant,Activity rate,2017,58.75,1
Both sexes,03 Alicante/Alacant,Unemployment rate,2017,17.96,4
Both sexes,03 Alicante/Alacant,Unemployment rate,2017,16.22,3
Both sexes,03 Alicante/Alacant,Unemployment rate,2017,18.48,2
Both sexes,03 Alicante/Alacant,Unemployment rate,2017,19.77,1
Both sexes,03 Alicante/Alacant,Employment rate,2017,47.94,4
Both sexes,03 Alicante/Alacant,Employment rate,2017,49.01,3
Both sexes,03 Alicante/Alacant,Employment rate,2017,47.89,2
Both sexes,03 Alicante/Alacant,Employment rate,2017,47.13,1
Both sexes,04 Almería,Activity rate,2017,62.55,4
Both sexes,04 Almería,Activity rate,2017,61.22,3
Both sexes,04 Almería,Activity rate,2017,60.69,2
Both sexes,04 Almería,Activity rate,2017,61.13,1
Both sexes,04 Almería,Unemployment rate,2017,25.43,4
Both sexes,04 Almería,Unemployment rate,2017,27.65,3
Both sexes,04 Almería,Unemployment rate,2017,23.03,2
Both sexes,04 Almería,Unemployment rate,2017,21.37,1
