sex,provinces,rates,year,total,quarter
Both sexes,National Total,Activity rate,2014,59.77,4
Both sexes,National Total,Activity rate,2014,59.53,3
Both sexes,National Total,Activity rate,2014,59.63,2
Both sexes,National Total,Activity rate,2014,59.46,1
Both sexes,National Total,Unemployment rate,2014,23.7,4
Both sexes,National Total,Unemployment rate,2014,23.67,3
Both sexes,National Total,Unemployment rate,2014,24.47,2
Both sexes,National Total,Unemployment rate,2014,25.93,1
Both sexes,National Total,Employment rate,2014,45.61,4
Both sexes,National Total,Employment rate,2014,45.44,3
Both sexes,National Total,Employment rate,2014,45.04,2
Both sexes,National Total,Employment rate,2014,44.05,1
Both sexes,02 Albacete,Activity rate,2014,57.16,4
Both sexes,02 Albacete,Activity rate,2014,56.83,3
Both sexes,02 Albacete,Activity rate,2014,57.17,2
Both sexes,02 Albacete,Activity rate,2014,57.46,1
Both sexes,02 Albacete,Unemployment rate,2014,27.3,4
Both sexes,02 Albacete,Unemployment rate,2014,29.03,3
Both sexes,02 Albacete,Unemployment rate,2014,26.62,2
Both sexes,02 Albacete,Unemployment rate,2014,27.12,1
Both sexes,02 Albacete,Employment rate,2014,41.55,4
Both sexes,02 Albacete,Employment rate,2014,40.33,3
Both sexes,02 Albacete,Employment rate,2014,41.95,2
Both sexes,02 Albacete,Employment rate,2014,41.88,1
Both sexes,03 Alicante/Alacant,Activity rate,2014,57.35,4
Both sexes,03 Alicante/Alacant,Activity rate,2014,57.05,3
Both sexes,03 Alicante/Alacant,Activity rate,2014,57.75,2
Both sexes,03 Alicante/Alacant,Activity rate,2014,57.49,1
Both sexes,03 Alicante/Alacant,Unemployment rate,2014,24.91,4
Both sexes,03 Alicante/Alacant,Unemployment rate,2014,24.34,3
Both sexes,03 Alicante/Alacant,Unemployment rate,2014,26.08,2
Both sexes,03 Alicante/Alacant,Unemployment rate,2014,28.79,1
Both sexes,03 Alicante/Alacant,Employment rate,2014,43.07,4
Both sexes,03 Alicante/Alacant,Employment rate,2014,43.16,3
Both sexes,03 Alicante/Alacant,Employment rate,2014,42.69,2
Both sexes,03 Alicante/Alacant,Employment rate,2014,40.94,1
Both sexes,04 Almería,Activity rate,2014,63.52,4
Both sexes,04 Almería,Activity rate,2014,62.41,3
Both sexes,04 Almería,Activity rate,2014,63.51,2
Both sexes,04 Almería,Activity rate,2014,64.91,1
Both sexes,04 Almería,Unemployment rate,2014,35.7,4
Both sexes,04 Almería,Unemployment rate,2014,37.53,3
Both sexes,04 Almería,Unemployment rate,2014,35.81,2
Both sexes,04 Almería,Unemployment rate,2014,33.35,1
Both sexes,04 Almería,Employment rate,2014,40.85,4
Both sexes,04 Almería,Employment rate,2014,38.99,3
Both sexes,04 Almería,Employment rate,2014,40.76,2
Both sexes,04 Almería,Employment rate,2014,43.26,1
Both sexes,01 Araba/Álava,Activity rate,2014,61.09,4
Both sexes,01 Araba/Álava,Activity rate,2014,59.43,3
Both sexes,01 Araba/Álava,Activity rate,2014,61.44,2
Both sexes,01 Araba/Álava,Activity rate,2014,61.5,1
Both sexes,01 Araba/Álava,Unemployment rate,2014,16.64,4
Both sexes,01 Araba/Álava,Unemployment rate,2014,16.32,3
Both sexes,01 Araba/Álava,Unemployment rate,2014,16.77,2
Both sexes,01 Araba/Álava,Unemployment rate,2014,19.06,1
Both sexes,01 Araba/Álava,Employment rate,2014,50.93,4
Both sexes,01 Araba/Álava,Employment rate,2014,49.73,3
Both sexes,01 Araba/Álava,Employment rate,2014,51.13,2
Both sexes,01 Araba/Álava,Employment rate,2014,49.77,1
Both sexes,33 Asturias,Activity rate,2014,51.63,4
Both sexes,33 Asturias,Activity rate,2014,52.21,3
Both sexes,33 Asturias,Activity rate,2014,51.5,2
Both sexes,33 Asturias,Activity rate,2014,52.01,1
Both sexes,33 Asturias,Unemployment rate,2014,20.78,4
Both sexes,33 Asturias,Unemployment rate,2014,19.96,3
Both sexes,33 Asturias,Unemployment rate,2014,21.02,2
Both sexes,33 Asturias,Unemployment rate,2014,22.75,1
Both sexes,33 Asturias,Employment rate,2014,40.9,4
Both sexes,33 Asturias,Employment rate,2014,41.79,3
Both sexes,33 Asturias,Employment rate,2014,40.67,2
Both sexes,33 Asturias,Employment rate,2014,40.18,1
Both sexes,05 Ávila,Activity rate,2014,53.3,4
Both sexes,05 Ávila,Activity rate,2014,53.3,3
Both sexes,05 Ávila,Activity rate,2014,53.76,2
Both sexes,05 Ávila,Activity rate,2014,54.72,1
Both sexes,05 Ávila,Unemployment rate,2014,25.33,4
Both sexes,05 Ávila,Unemployment rate,2014,23.6,3
Both sexes,05 Ávila,Unemployment rate,2014,26.64,2
Both sexes,05 Ávila,Unemployment rate,2014,28.6,1
Both sexes,05 Ávila,Employment rate,2014,39.8,4
Both sexes,05 Ávila,Employment rate,2014,40.72,3
Both sexes,05 Ávila,Employment rate,2014,39.44,2
Both sexes,05 Ávila,Employment rate,2014,39.06,1
Both sexes,06 Badajoz,Activity rate,2014,55.78,4
Both sexes,06 Badajoz,Activity rate,2014,55.1,3
Both sexes,06 Badajoz,Activity rate,2014,54.95,2
Both sexes,06 Badajoz,Activity rate,2014,54.89,1
Both sexes,06 Badajoz,Unemployment rate,2014,31.54,4
Both sexes,06 Badajoz,Unemployment rate,2014,28.53,3
Both sexes,06 Badajoz,Unemployment rate,2014,30.96,2
Both sexes,06 Badajoz,Unemployment rate,2014,34.05,1
Both sexes,06 Badajoz,Employment rate,2014,38.19,4
Both sexes,06 Badajoz,Employment rate,2014,39.38,3
Both sexes,06 Badajoz,Employment rate,2014,37.94,2
Both sexes,06 Badajoz,Employment rate,2014,36.2,1
Both sexes,07 Balears. Illes,Activity rate,2014,63.23,4
Both sexes,07 Balears. Illes,Activity rate,2014,67.87,3
Both sexes,07 Balears. Illes,Activity rate,2014,66.77,2
Both sexes,07 Balears. Illes,Activity rate,2014,61.68,1
Both sexes,07 Balears. Illes,Unemployment rate,2014,18.88,4
Both sexes,07 Balears. Illes,Unemployment rate,2014,15.94,3
Both sexes,07 Balears. Illes,Unemployment rate,2014,19.04,2
Both sexes,07 Balears. Illes,Unemployment rate,2014,26.7,1
Both sexes,07 Balears. Illes,Employment rate,2014,51.29,4
Both sexes,07 Balears. Illes,Employment rate,2014,57.05,3
Both sexes,07 Balears. Illes,Employment rate,2014,54.06,2
Both sexes,07 Balears. Illes,Employment rate,2014,45.21,1
Both sexes,08 Barcelona,Activity rate,2014,62.52,4
Both sexes,08 Barcelona,Activity rate,2014,62.14,3
Both sexes,08 Barcelona,Activity rate,2014,62.42,2
Both sexes,08 Barcelona,Activity rate,2014,62.87,1
Both sexes,08 Barcelona,Unemployment rate,2014,19.5,4
Both sexes,08 Barcelona,Unemployment rate,2014,19.11,3
Both sexes,08 Barcelona,Unemployment rate,2014,19.72,2
Both sexes,08 Barcelona,Unemployment rate,2014,21.57,1
Both sexes,08 Barcelona,Employment rate,2014,50.33,4
Both sexes,08 Barcelona,Employment rate,2014,50.27,3
Both sexes,08 Barcelona,Employment rate,2014,50.11,2
Both sexes,08 Barcelona,Employment rate,2014,49.31,1
Both sexes,48 Bizkaia,Activity rate,2014,57.69,4
Both sexes,48 Bizkaia,Activity rate,2014,55.67,3
Both sexes,48 Bizkaia,Activity rate,2014,56.58,2
Both sexes,48 Bizkaia,Activity rate,2014,56.38,1
Both sexes,48 Bizkaia,Unemployment rate,2014,18.12,4
Both sexes,48 Bizkaia,Unemployment rate,2014,15.98,3
Both sexes,48 Bizkaia,Unemployment rate,2014,16.26,2
Both sexes,48 Bizkaia,Unemployment rate,2014,18.9,1
Both sexes,48 Bizkaia,Employment rate,2014,47.24,4
Both sexes,48 Bizkaia,Employment rate,2014,46.77,3
Both sexes,48 Bizkaia,Employment rate,2014,47.38,2
Both sexes,48 Bizkaia,Employment rate,2014,45.73,1
Both sexes,09 Burgos,Activity rate,2014,59.24,4
Both sexes,09 Burgos,Activity rate,2014,59.63,3
Both sexes,09 Burgos,Activity rate,2014,59.99,2
Both sexes,09 Burgos,Activity rate,2014,59.5,1
Both sexes,09 Burgos,Unemployment rate,2014,18.76,4
Both sexes,09 Burgos,Unemployment rate,2014,18.08,3
Both sexes,09 Burgos,Unemployment rate,2014,17.95,2
Both sexes,09 Burgos,Unemployment rate,2014,18.11,1
Both sexes,09 Burgos,Employment rate,2014,48.13,4
Both sexes,09 Burgos,Employment rate,2014,48.85,3
Both sexes,09 Burgos,Employment rate,2014,49.22,2
Both sexes,09 Burgos,Employment rate,2014,48.72,1
Both sexes,10 Cáceres,Activity rate,2014,55.04,4
Both sexes,10 Cáceres,Activity rate,2014,56.21,3
Both sexes,10 Cáceres,Activity rate,2014,54.61,2
Both sexes,10 Cáceres,Activity rate,2014,54.04,1
Both sexes,10 Cáceres,Unemployment rate,2014,27.3,4
Both sexes,10 Cáceres,Unemployment rate,2014,26.19,3
Both sexes,10 Cáceres,Unemployment rate,2014,26.86,2
Both sexes,10 Cáceres,Unemployment rate,2014,28.91,1
Both sexes,10 Cáceres,Employment rate,2014,40.01,4
Both sexes,10 Cáceres,Employment rate,2014,41.49,3
Both sexes,10 Cáceres,Employment rate,2014,39.95,2
Both sexes,10 Cáceres,Employment rate,2014,38.42,1
Both sexes,11 Cádiz,Activity rate,2014,56.85,4
Both sexes,11 Cádiz,Activity rate,2014,58.45,3
Both sexes,11 Cádiz,Activity rate,2014,58.39,2
Both sexes,11 Cádiz,Activity rate,2014,58.08,1
Both sexes,11 Cádiz,Unemployment rate,2014,42.34,4
Both sexes,11 Cádiz,Unemployment rate,2014,41.26,3
Both sexes,11 Cádiz,Unemployment rate,2014,42.4,2
Both sexes,11 Cádiz,Unemployment rate,2014,43.23,1
Both sexes,11 Cádiz,Employment rate,2014,32.78,4
Both sexes,11 Cádiz,Employment rate,2014,34.33,3
Both sexes,11 Cádiz,Employment rate,2014,33.63,2
Both sexes,11 Cádiz,Employment rate,2014,32.97,1
Both sexes,39 Cantabria,Activity rate,2014,56.16,4
Both sexes,39 Cantabria,Activity rate,2014,57.35,3
Both sexes,39 Cantabria,Activity rate,2014,56.31,2
Both sexes,39 Cantabria,Activity rate,2014,56.14,1
Both sexes,39 Cantabria,Unemployment rate,2014,18.42,4
Both sexes,39 Cantabria,Unemployment rate,2014,19.04,3
Both sexes,39 Cantabria,Unemployment rate,2014,19.26,2
Both sexes,39 Cantabria,Unemployment rate,2014,20.95,1
Both sexes,39 Cantabria,Employment rate,2014,45.82,4
Both sexes,39 Cantabria,Employment rate,2014,46.43,3
Both sexes,39 Cantabria,Employment rate,2014,45.47,2
Both sexes,39 Cantabria,Employment rate,2014,44.38,1
Both sexes,12 Castellón/Castelló,Activity rate,2014,60.53,4
Both sexes,12 Castellón/Castelló,Activity rate,2014,59.7,3
Both sexes,12 Castellón/Castelló,Activity rate,2014,60.27,2
Both sexes,12 Castellón/Castelló,Activity rate,2014,60.41,1
Both sexes,12 Castellón/Castelló,Unemployment rate,2014,24.62,4
Both sexes,12 Castellón/Castelló,Unemployment rate,2014,27.84,3
Both sexes,12 Castellón/Castelló,Unemployment rate,2014,27.66,2
Both sexes,12 Castellón/Castelló,Unemployment rate,2014,28.21,1
Both sexes,12 Castellón/Castelló,Employment rate,2014,45.63,4
Both sexes,12 Castellón/Castelló,Employment rate,2014,43.08,3
Both sexes,12 Castellón/Castelló,Employment rate,2014,43.6,2
Both sexes,12 Castellón/Castelló,Employment rate,2014,43.37,1
Both sexes,13 Ciudad Real,Activity rate,2014,56.13,4
Both sexes,13 Ciudad Real,Activity rate,2014,57.93,3
Both sexes,13 Ciudad Real,Activity rate,2014,56.58,2
Both sexes,13 Ciudad Real,Activity rate,2014,56.51,1
Both sexes,13 Ciudad Real,Unemployment rate,2014,33.39,4
Both sexes,13 Ciudad Real,Unemployment rate,2014,32.63,3
Both sexes,13 Ciudad Real,Unemployment rate,2014,32.64,2
Both sexes,13 Ciudad Real,Unemployment rate,2014,33.47,1
Both sexes,13 Ciudad Real,Employment rate,2014,37.39,4
Both sexes,13 Ciudad Real,Employment rate,2014,39.02,3
Both sexes,13 Ciudad Real,Employment rate,2014,38.11,2
Both sexes,13 Ciudad Real,Employment rate,2014,37.6,1
Both sexes,14 Córdoba,Activity rate,2014,57.27,4
Both sexes,14 Córdoba,Activity rate,2014,56.37,3
Both sexes,14 Córdoba,Activity rate,2014,56.22,2
Both sexes,14 Córdoba,Activity rate,2014,57.26,1
Both sexes,14 Córdoba,Unemployment rate,2014,33.88,4
Both sexes,14 Córdoba,Unemployment rate,2014,35.73,3
Both sexes,14 Córdoba,Unemployment rate,2014,33.35,2
Both sexes,14 Córdoba,Unemployment rate,2014,31.6,1
Both sexes,14 Córdoba,Employment rate,2014,37.87,4
Both sexes,14 Córdoba,Employment rate,2014,36.23,3
Both sexes,14 Córdoba,Employment rate,2014,37.47,2
Both sexes,14 Córdoba,Employment rate,2014,39.17,1
Both sexes,15 Coruña. A,Activity rate,2014,54.54,4
Both sexes,15 Coruña. A,Activity rate,2014,55.53,3
Both sexes,15 Coruña. A,Activity rate,2014,55.45,2
Both sexes,15 Coruña. A,Activity rate,2014,54.84,1
Both sexes,15 Coruña. A,Unemployment rate,2014,18.41,4
Both sexes,15 Coruña. A,Unemployment rate,2014,18.73,3
Both sexes,15 Coruña. A,Unemployment rate,2014,20.99,2
Both sexes,15 Coruña. A,Unemployment rate,2014,21.69,1
Both sexes,15 Coruña. A,Employment rate,2014,44.5,4
Both sexes,15 Coruña. A,Employment rate,2014,45.13,3
Both sexes,15 Coruña. A,Employment rate,2014,43.81,2
Both sexes,15 Coruña. A,Employment rate,2014,42.94,1
Both sexes,16 Cuenca,Activity rate,2014,52.82,4
Both sexes,16 Cuenca,Activity rate,2014,53.27,3
Both sexes,16 Cuenca,Activity rate,2014,55.04,2
Both sexes,16 Cuenca,Activity rate,2014,56.07,1
Both sexes,16 Cuenca,Unemployment rate,2014,27.16,4
Both sexes,16 Cuenca,Unemployment rate,2014,28.32,3
Both sexes,16 Cuenca,Unemployment rate,2014,27.4,2
Both sexes,16 Cuenca,Unemployment rate,2014,29.13,1
Both sexes,16 Cuenca,Employment rate,2014,38.47,4
Both sexes,16 Cuenca,Employment rate,2014,38.19,3
Both sexes,16 Cuenca,Employment rate,2014,39.96,2
Both sexes,16 Cuenca,Employment rate,2014,39.74,1
Both sexes,20 Gipuzkoa,Activity rate,2014,56.38,4
Both sexes,20 Gipuzkoa,Activity rate,2014,55.45,3
Both sexes,20 Gipuzkoa,Activity rate,2014,56.21,2
Both sexes,20 Gipuzkoa,Activity rate,2014,55.88,1
Both sexes,20 Gipuzkoa,Unemployment rate,2014,14.05,4
Both sexes,20 Gipuzkoa,Unemployment rate,2014,13.41,3
Both sexes,20 Gipuzkoa,Unemployment rate,2014,15.61,2
Both sexes,20 Gipuzkoa,Unemployment rate,2014,13.97,1
Both sexes,20 Gipuzkoa,Employment rate,2014,48.46,4
Both sexes,20 Gipuzkoa,Employment rate,2014,48.02,3
Both sexes,20 Gipuzkoa,Employment rate,2014,47.43,2
Both sexes,20 Gipuzkoa,Employment rate,2014,48.07,1
Both sexes,17 Girona,Activity rate,2014,64.42,4
Both sexes,17 Girona,Activity rate,2014,65.63,3
Both sexes,17 Girona,Activity rate,2014,65.48,2
Both sexes,17 Girona,Activity rate,2014,63.7,1
Both sexes,17 Girona,Unemployment rate,2014,22.41,4
Both sexes,17 Girona,Unemployment rate,2014,20.32,3
Both sexes,17 Girona,Unemployment rate,2014,22.45,2
Both sexes,17 Girona,Unemployment rate,2014,24.94,1
Both sexes,17 Girona,Employment rate,2014,49.99,4
Both sexes,17 Girona,Employment rate,2014,52.29,3
Both sexes,17 Girona,Employment rate,2014,50.78,2
Both sexes,17 Girona,Employment rate,2014,47.81,1
Both sexes,18 Granada,Activity rate,2014,59.6,4
Both sexes,18 Granada,Activity rate,2014,58.89,3
Both sexes,18 Granada,Activity rate,2014,59.06,2
Both sexes,18 Granada,Activity rate,2014,57.94,1
Both sexes,18 Granada,Unemployment rate,2014,35.11,4
Both sexes,18 Granada,Unemployment rate,2014,36.3,3
Both sexes,18 Granada,Unemployment rate,2014,36.61,2
Both sexes,18 Granada,Unemployment rate,2014,35.64,1
Both sexes,18 Granada,Employment rate,2014,38.67,4
Both sexes,18 Granada,Employment rate,2014,37.51,3
Both sexes,18 Granada,Employment rate,2014,37.44,2
Both sexes,18 Granada,Employment rate,2014,37.29,1
Both sexes,19 Guadalajara,Activity rate,2014,65.84,4
Both sexes,19 Guadalajara,Activity rate,2014,65.13,3
Both sexes,19 Guadalajara,Activity rate,2014,65.7,2
Both sexes,19 Guadalajara,Activity rate,2014,64.3,1
